0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
-45.76,6.825,-44.095
-91.52,13.65,-88.19
-91.52,13.65,-88.19
-91.52,13.65,-88.19
-91.52,13.65,-88.19
-91.52,13.65,-88.19
-91.52,13.645,-88.185
-91.52,13.645,-88.185
-91.52,13.65,-88.19
-91.52,13.645,-88.19
-91.52,13.64,-88.19
-91.515,13.645,-88.18
-91.515,13.645,-88.17500000000001
-91.52,13.64,-88.18
-91.515,13.645,-88.18
-91.51,13.65,-88.18
-91.51,13.65,-88.17500000000001
-91.51,13.645,-88.17500000000001
-91.51,13.64,-88.17500000000001
-91.51,13.64,-88.17
-91.51,13.64,-88.17
-91.51,13.64,-88.17
-91.51,13.64,-88.17
-91.51,13.64,-88.17
-91.51,13.64,-88.17
-91.51,13.64,-88.17500000000001
-91.51,13.64,-88.18
-91.51,13.64,-88.18
-91.51,13.64,-88.17500000000001
-91.51,13.64,-88.17
-91.51,13.64,-88.17
-91.51,13.64,-88.17
-91.51,13.64,-88.17
-91.51,13.64,-88.17
-91.51,13.64,-88.17
-91.51,13.64,-88.17
-91.51,13.64,-88.17
-91.51,13.64,-88.17
-91.51,13.64,-88.17
-91.51,13.64,-88.17
-91.51,13.64,-88.17
-91.51,13.64,-88.17
-91.51,13.64,-88.17
-91.51,13.64,-88.17
-91.51,13.64,-88.17
-91.51,13.64,-88.17
-91.51,13.64,-88.17
-91.51,13.64,-88.17
-91.51,13.64,-88.17
-91.51,13.64,-88.17
-91.51,13.64,-88.17
-91.51,13.64,-88.17
-91.515,13.64,-88.17500000000001
-91.52,13.64,-88.185
-91.52,13.64,-88.19
-91.52,13.64,-88.185
-91.52,13.64,-88.18
-91.52,13.64,-88.18
-91.515,13.64,-88.18
-91.515,13.64,-88.18
-91.515,13.64,-88.18
-91.51,13.64,-88.18
-91.51,13.64,-88.18
-91.51,13.64,-88.18
-91.515,13.635000000000002,-88.185
-91.515,13.635000000000002,-88.185
-91.51,13.64,-88.18
-91.51,13.64,-88.18
-91.515,13.635000000000002,-88.185
-91.52,13.635000000000002,-88.195
-91.52,13.64,-88.2
-91.52,13.64,-88.2
-91.52,13.64,-88.2
-91.52,13.64,-88.2
-91.52,13.64,-88.2
-91.52,13.64,-88.2
-91.52,13.635000000000002,-88.2
-91.52,13.635000000000002,-88.2
-91.515,13.64,-88.2
-91.515,13.64,-88.2
-91.515,13.64,-88.2
-91.515,13.635000000000002,-88.2
-91.52,13.635000000000002,-88.205
-91.52,13.64,-88.21
-91.52,13.64,-88.21
-91.525,13.64,-88.205
-91.525,13.64,-88.205
-91.52,13.64,-88.21
-91.52,13.64,-88.21
-91.525,13.64,-88.215
-91.53,13.64,-88.22
-91.525,13.64,-88.215
-91.52,13.64,-88.21
-91.52,13.64,-88.21
-91.525,13.64,-88.215
-91.53,13.64,-88.22
-91.525,13.64,-88.225
-91.525,13.64,-88.225
-91.53,13.64,-88.225
-91.525,13.64,-88.23
-91.525,13.64,-88.23
-91.525,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.525,13.64,-88.235
-91.53,13.64,-88.24
-91.53,13.64,-88.24
-91.525,13.64,-88.235
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.235
-91.52,13.64,-88.235
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.235
-91.52,13.64,-88.24
-91.52,13.64,-88.24
-91.52,13.64,-88.24
-91.52,13.64,-88.24
-91.52,13.64,-88.24
-91.52,13.64,-88.24
-91.52,13.64,-88.24
-91.52,13.64,-88.235
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.515,13.64,-88.225
-91.51,13.64,-88.22
-91.515,13.64,-88.225
-91.515,13.64,-88.225
-91.51,13.64,-88.22
-91.51,13.64,-88.22
-91.51,13.64,-88.22
-91.51,13.64,-88.225
-91.51,13.64,-88.23
-91.51,13.64,-88.23
-91.51,13.645,-88.23
-91.51,13.65,-88.23
-91.51,13.65,-88.23
-91.51,13.65,-88.23
-91.51,13.65,-88.23
-91.51,13.65,-88.23
-91.51,13.65,-88.23
-91.515,13.645,-88.235
-91.52,13.64,-88.24
-91.52,13.64,-88.24
-91.52,13.64,-88.24
-91.52,13.64,-88.24
-91.52,13.645,-88.24
-91.52,13.65,-88.24
-91.52,13.65,-88.24
-91.52,13.65,-88.24
-91.52,13.65,-88.24
-91.52,13.645,-88.245
-91.52,13.64,-88.25
-91.52,13.64,-88.25
-91.52,13.64,-88.25
-91.52,13.645,-88.245
-91.52,13.65,-88.24
-91.52,13.645,-88.245
-91.52,13.64,-88.25
-91.52,13.645,-88.245
-91.52,13.65,-88.24
-91.52,13.65,-88.24
-91.52,13.645,-88.245
-91.52,13.64,-88.25
-91.52,13.645,-88.245
-91.52,13.65,-88.24
-91.52,13.65,-88.24
-91.52,13.645,-88.245
-91.52,13.64,-88.25
-91.52,13.645,-88.245
-91.52,13.65,-88.24
-91.52,13.65,-88.24
-91.52,13.645,-88.235
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.515,13.64,-88.23
-91.51,13.64,-88.23
-91.515,13.635000000000002,-88.235
-91.52,13.63,-88.24
-91.52,13.635000000000002,-88.245
-91.52,13.64,-88.25
-91.52,13.635000000000002,-88.245
-91.52,13.63,-88.24
-91.52,13.635000000000002,-88.24
-91.52,13.64,-88.235
-91.52,13.64,-88.235
-91.52,13.64,-88.24
-91.52,13.64,-88.235
-91.52,13.64,-88.23
-91.52,13.64,-88.23
-91.52,13.64,-88.235
-91.52,13.64,-88.24
-91.52,13.64,-88.24
-91.52,13.64,-88.235
-91.52,13.64,-88.235
-91.52,13.64,-88.24
-91.52,13.64,-88.24
-91.52,13.64,-88.24
-91.52,13.64,-88.24
-91.52,13.64,-88.24
-91.52,13.64,-88.24
-91.52,13.64,-88.24
-91.52,13.64,-88.24
-91.525,13.64,-88.24
-91.53,13.64,-88.24
-91.53,13.64,-88.24
-91.53,13.64,-88.24
-91.525,13.64,-88.24
